#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-16T12:48:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-16T12:48:33	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/180/54/table4	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_21800054
#Name: J/ApJS/180/54
#Title: Globular cluster candidates in ACS Virgo survey. (Jordan+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	creator=Jordan A.	    First author or institution
#INFO	cites=bibcode:2009ApJS..180...54J	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/180/54	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21800054	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_180_54_table4:
#Name: J/ApJS/180/54/table4
#Title: Photometric and structural catalog of sources
#Column	VCC	(I4)	Virgo Cluster Catalog number (1)	[ucd=meta.id.parent]
#Column	RAJ2000	(F11.7)	Right Ascension in decimal degrees (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination in decimal degrees (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	GDist	(F7.3)	Galactocentric distance	[ucd=pos.angDistance]
#Column	zmag	(F6.3)	Model HST/ACS F850LP band magnitude (3)	[ucd=phot.mag;em.opt.I]
#Column	zamag	(F6.3)	Average HST/ACS F850LP band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.I]
#Column	gmag	(F6.3)	Model HST/ACS F475W band magnitude (3)	[ucd=phot.mag;em.opt.B]
#Column	gamag	(F6.3)	Average HST/ACS F475W band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	rhz	(F7.4)	Best-fit HST/ACS F850LP band half-light radius	[ucd=phys.angSize;src]
#Column	rhg	(F7.4)	Best-fit HST/ACS F475W band half-light radius	[ucd=phys.angSize;src]
#Column	pGC	(F5.2)	Probability source is a Globular Cluster (5)	[ucd=stat.fit.goodness]
#Column	E(B-V)	(F6.3)	Foreground E(B-V) assumed (6)	[ucd=phot.color.excess]
VCC	RAJ2000	DEJ2000	GDist	zmag	zamag	gmag	gamag	rhz	rhg	pGC	E(B-V)
 355	184.8738995	+14.9027227	 91.079	24.617	24.613	25.689	25.650	 0.0317	 0.0225	 0.78	 0.036
 355	184.8732400	+14.8523119	 92.367	23.024	23.090	23.888	23.918	 0.0500	 0.0416	 0.94	 0.036
 355	184.8888792	+14.8543786	 92.804	23.653	23.609	24.818	24.795	 0.0343	 0.0123	 0.94	 0.036
 355	184.8541549	+14.8649296	 92.946	22.983	23.038	23.924	23.895	 0.0440	 0.0343	 1.00	 0.036
 355	184.8517085	+14.8852294	 93.473	23.382	23.383	24.114	24.114	 0.0376	 0.0302	 0.96	 0.036
 355	184.8585888	+14.8968702	 95.248	24.680	24.644	25.927	25.897	 0.0286	 0.0209	 0.75	 0.036
 355	184.9019432	+14.8895049	 95.437	21.033	21.024	21.956	21.943	 0.0339	 0.0363	 1.00	 0.036
 355	184.8659650	+14.9021469	 96.758	22.976	22.999	23.807	23.882	 0.0689	 0.0729	 0.55	 0.036
 355	184.8696990	+14.8513970	 98.253	25.012	24.948	25.612	25.564	 0.0287	 0.0137	 0.58	 0.036
 355	184.8651850	+14.9046676	106.150	21.938	21.926	22.753	22.766	 0.0353	 0.0340	 1.00	 0.036
 355	184.9073458	+14.8851515	107.605	21.882	22.057	23.780	24.095	 0.0748	 0.1177	 0.61	 0.036
 355	184.8453100	+14.8818328	112.665	24.921	24.869	25.623	25.606	 0.0209	 0.0362	 0.68	 0.036
 355	184.8403870	+14.8760596	128.911	24.315	24.487	25.972	25.953	 0.0677	 0.0200	 0.57	 0.036
1619	188.8770161	+12.2213786	  3.125	23.463	23.581	24.259	24.422	 0.0224	 0.0384	 0.97	 0.040
1619	188.8784517	+12.2212044	  3.614	23.305	23.331	24.569	24.561	 0.0349	 0.0290	 0.97	 0.040
1619	188.8768785	+12.2214913	  3.751	22.086	22.023	23.099	23.130	 0.0301	 0.0410	 1.00	 0.040
1619	188.8778843	+12.2225527	  6.777	22.449	23.748	23.892	24.360	 0.0878	 0.0051	 1.00	 0.040
1619	188.8761014	+12.2220194	  7.023	22.499	22.451	23.452	23.442	 0.0246	 0.0310	 1.00	 0.040
1619	188.8783715	+12.2186271	  7.965	21.075	21.109	22.147	22.123	 0.0392	 0.0387	 1.00	 0.040
1619	188.8777622	+12.2182696	  8.756	22.916	23.208	24.261	24.394	 0.0353	 0.0194	 1.00	 0.040
1619	188.8799790	+12.2197996	  9.078	24.685	24.652	26.192	26.142	 0.0523	 0.0218	 0.67	 0.040
1619	188.8785882	+12.2180808	 10.079	22.701	22.654	24.122	24.078	 0.0342	 0.0300	 1.00	 0.040
1619	188.8781314	+12.2177751	 10.698	22.625	22.596	23.567	23.529	 0.0383	 0.0363	 1.00	 0.040
1619	188.8744810	+12.2210962	 10.968	23.418	23.485	24.997	24.953	 0.0500	 0.0376	 0.91	 0.040
1619	188.8780371	+12.2237434	 11.095	22.224	22.357	23.740	23.756	 0.0553	 0.0359	 1.00	 0.040
1619	188.8762275	+12.2177652	 11.544	23.611	23.552	24.748	24.699	 0.0219	 0.0286	 0.96	 0.040
1619	188.8786936	+12.2237393	 11.678	23.221	23.209	24.525	24.503	 0.0286	 0.0336	 0.98	 0.040
1619	188.8773734	+12.2173397	 12.092	23.846	23.788	24.786	24.891	 0.0239	 0.0545	 0.87	 0.040
1619	188.8735849	+12.2207797	 14.007	22.133	22.126	23.364	23.343	 0.0342	 0.0320	 1.00	 0.040
1619	188.8773056	+12.2245770	 14.010	23.330	23.332	24.695	24.671	 0.0358	 0.0278	 0.97	 0.040
1619	188.8779475	+12.2245689	 14.016	23.400	23.336	24.438	24.407	 0.0107	 0.0402	 0.97	 0.040
1619	188.8770520	+12.2168026	 14.126	22.693	22.715	23.854	23.947	 0.0291	 0.0477	 1.00	 0.040
1619	188.8780382	+12.2166206	 14.755	23.716	23.677	24.918	24.885	 0.0225	 0.0205	 0.89	 0.040
1619	188.8732009	+12.2200350	 15.543	24.102	24.054	24.986	24.947	 0.0175	 0.0268	 0.84	 0.040
1619	188.8760407	+12.2166057	 15.659	21.327	21.292	22.638	22.617	 0.0275	 0.0333	 1.00	 0.040
1619	188.8806334	+12.2175000	 15.775	22.942	22.902	23.731	23.705	 0.0396	 0.0387	 1.00	 0.040
1619	188.8804192	+12.2161736	 19.123	21.776	21.770	22.963	22.994	 0.0373	 0.0319	 1.00	 0.040
1619	188.8792650	+12.2258211	 19.404	24.277	24.208	24.985	24.942	 0.0170	 0.0370	 0.88	 0.040
1619	188.8831859	+12.2214238	 19.961	23.382	23.359	24.410	24.377	 0.0317	 0.0221	 0.98	 0.040
1619	188.8801318	+12.2151664	 21.856	22.848	22.786	23.544	23.502	 0.0323	 0.0357	 1.00	 0.040
1619	188.8793675	+12.2145894	 22.874	22.671	22.630	24.032	23.990	 0.0444	 0.0425	 1.00	 0.040
1619	188.8802658	+12.2145487	 24.083	22.916	22.890	24.139	24.094	 0.0293	 0.0248	 1.00	 0.040
1619	188.8844467	+12.2197860	 24.425	23.086	23.050	24.117	24.076	 0.0296	 0.0350	 0.98	 0.040
1619	188.8750025	+12.2140650	 25.514	24.925	24.868	25.603	25.696	 0.0340	 0.0065	 0.55	 0.040
1619	188.8778866	+12.2282898	 27.364	22.647	22.677	23.854	23.907	 0.0494	 0.0469	 1.00	 0.040
1619	188.8726089	+12.2147428	 27.631	24.104	24.046	24.873	24.836	 0.0185	 0.0219	 0.76	 0.040
1619	188.8838397	+12.2255762	 28.227	23.749	23.712	24.870	24.844	 0.0348	 0.0196	 0.96	 0.040
1619	188.8770178	+12.2286261	 28.628	22.817	22.880	24.305	24.264	 0.0491	 0.0457	 1.00	 0.040
1619	188.8750798	+12.2118355	 33.063	23.279	23.221	24.183	24.152	 0.0283	 0.0296	 0.98	 0.040
1619	188.8780093	+12.2112171	 34.150	22.238	22.266	23.267	23.260	 0.0401	 0.0419	 1.00	 0.040
1619	188.8812324	+12.2308164	 38.658	22.394	22.397	23.515	23.497	 0.0340	 0.0332	 1.00	 0.040
1619	188.8697860	+12.2118928	 41.865	22.839	22.829	23.952	24.021	 0.0501	 0.0508	 1.00	 0.040
1619	188.8736898	+12.2096352	 42.074	20.771	20.854	21.665	21.664	 0.0610	 0.0558	 1.00	 0.040
1619	188.8876837	+12.2277342	 43.700	24.647	24.589	25.365	25.361	 0.0289	 0.0117	 0.63	 0.040
1619	188.8798877	+12.2077081	 47.461	24.847	24.875	25.615	25.641	 0.0425	 0.0094	 0.71	 0.040
1619	188.8668236	+12.2117423	 49.671	23.203	23.204	23.914	23.900	 0.0242	 0.0242	 0.97	 0.040
1619	188.8763745	+12.2344922	 49.850	23.372	23.452	25.011	24.961	 0.0525	 0.0196	 0.96	 0.040
1619	188.8902620	+12.2141338	 50.533	23.611	23.544	24.619	24.575	 0.0209	 0.0244	 0.93	 0.040
1619	188.8827892	+12.2340087	 51.340	22.661	22.603	23.510	23.475	 0.0299	 0.0229	 1.00	 0.040
1619	188.8755668	+12.2353850	 53.358	21.807	21.777	22.901	22.891	 0.0367	 0.0357	 1.00	 0.040
1619	188.8665821	+12.2102149	 54.000	21.498	21.576	22.243	22.328	 0.0776	 0.0782	 0.99	 0.040
1619	188.8767867	+12.2053360	 55.372	22.860	22.806	24.172	24.185	 0.0354	 0.0354	 1.00	 0.040
1619	188.8733852	+12.2359223	 56.759	23.665	23.633	24.698	24.657	 0.0361	 0.0282	 0.95	 0.040
1619	188.8763909	+12.2048276	 57.266	24.873	24.806	25.891	25.849	 0.0232	 0.0295	 0.70	 0.040
1619	188.8797674	+12.2367532	 58.319	22.332	22.287	23.258	23.222	 0.0263	 0.0320	 1.00	 0.040
1619	188.8729262	+12.2040079	 62.258	24.572	24.512	25.706	25.670	 0.0194	 0.0364	 0.80	 0.040
1619	188.8725289	+12.2040429	 62.511	24.024	24.006	24.614	24.581	 0.0519	 0.0413	 0.66	 0.040
1619	188.8883714	+12.2067999	 62.832	22.715	22.662	23.553	23.522	 0.0323	 0.0238	 1.00	 0.040
1619	188.8740420	+12.2382085	 64.264	22.104	22.087	23.073	23.098	 0.0376	 0.0407	 1.00	 0.040
1619	188.8601892	+12.2272122	 65.469	23.182	23.257	24.199	24.207	 0.0604	 0.0514	 0.82	 0.040
1619	188.8919741	+12.2084631	 67.149	24.611	24.565	25.777	25.743	 0.0369	 0.0368	 0.70	 0.040
1619	188.8700308	+12.2022948	 71.332	23.338	23.593	24.619	24.611	 0.0886	 0.0312	 0.68	 0.040
1619	188.8643081	+12.2050542	 73.114	22.506	22.564	23.286	23.329	 0.0533	 0.0466	 1.00	 0.040
1619	188.8939836	+12.2357994	 79.325	20.621	21.001	22.248	22.309	 0.1127	 0.0480	 1.00	 0.040
1619	188.8538408	+12.2202284	 83.489	24.157	24.149	25.355	25.408	 0.0517	 0.0461	 0.53	 0.040
1619	188.8511572	+12.2151554	 95.017	21.661	21.629	22.520	22.501	 0.0334	 0.0306	 1.00	 0.040
1619	188.8756269	+12.2495347	104.042	23.780	23.766	25.377	25.340	 0.0315	 0.0336	 0.94	 0.040
1619	188.8524709	+12.2425811	118.324	24.936	24.911	26.243	26.239	 0.0267	 0.0411	 0.64	 0.040
1619	188.8466981	+12.2061412	120.569	24.779	24.770	25.523	25.487	 0.0322	 0.0222	 0.73	 0.040
1883	190.3864098	+07.3141015	  2.488	23.193	23.140	23.974	23.928	 0.0235	 0.0234	 0.94	 0.025
1883	190.3850144	+07.3137553	  6.426	24.000	23.962	25.474	25.453	 0.0229	 0.0243	 0.81	 0.025
1883	190.3883372	+07.3149030	  6.639	22.931	22.876	24.085	24.052	 0.0214	 0.0211	 1.00	 0.025
1883	190.3855133	+07.3131594	  6.815	21.771	21.732	22.798	22.761	 0.0296	 0.0291	 1.00	 0.025
1883	190.3857104	+07.3165646	  6.961	22.609	22.559	23.684	23.641	 0.0209	 0.0225	 1.00	 0.025
1883	190.3846158	+07.3138265	  7.499	22.695	22.639	24.164	24.120	 0.0175	 0.0247	 1.00	 0.025
1883	190.3843257	+07.3150722	  7.761	23.681	23.636	24.771	24.731	 0.0181	 0.0233	 0.72	 0.025
1883	190.3844911	+07.3157788	  7.950	22.599	22.532	23.879	23.829	 0.0156	 0.0267	 1.00	 0.025
1883	190.3879153	+07.3129861	  8.264	23.312	23.261	24.109	24.120	 0.0467	 0.0379	 0.95	 0.025
1883	190.3846742	+07.3129525	  9.236	23.202	23.151	24.510	24.467	 0.0312	 0.0285	 0.97	 0.025
1883	190.3837951	+07.3144616	  9.661	23.435	23.369	24.293	24.324	 0.0284	 0.0388	 0.96	 0.025
1883	190.3832840	+07.3166253	 13.202	22.651	22.622	23.748	23.727	 0.0431	 0.0422	 1.00	 0.025
1883	190.3839255	+07.3176958	 13.886	24.252	24.187	25.017	24.975	 0.0344	 0.0416	 0.81	 0.025
1883	190.3903792	+07.3152109	 13.998	22.270	22.236	23.544	23.532	 0.0387	 0.0349	 1.00	 0.025
1883	190.3824766	+07.3129644	 15.751	21.857	21.883	22.861	22.924	 0.0424	 0.0464	 1.00	 0.025
1883	190.3867668	+07.3193039	 16.279	21.450	21.439	22.454	22.450	 0.0339	 0.0390	 1.00	 0.025
1883	190.3898523	+07.3117095	 16.367	23.429	23.414	24.621	24.619	 0.0333	 0.0285	 0.96	 0.025
1883	190.3860897	+07.3100157	 17.245	22.988	22.943	24.110	24.123	 0.0424	 0.0456	 1.00	 0.025
1883	190.3847996	+07.3198765	 19.270	22.249	22.234	23.239	23.208	 0.0339	 0.0386	 1.00	 0.025
1883	190.3865074	+07.3093677	 19.515	23.563	23.546	24.898	24.871	 0.0337	 0.0208	 0.95	 0.025
1883	190.3812556	+07.3164317	 19.569	24.203	24.144	25.411	25.474	 0.0305	 0.0518	 0.78	 0.025
1883	190.3889753	+07.3095923	 20.720	23.492	23.555	24.491	24.546	 0.0699	 0.0458	 0.73	 0.025
1883	190.3914328	+07.3113737	 21.530	23.425	23.370	24.215	24.181	 0.0177	 0.0262	 0.86	 0.025
1883	190.3926212	+07.3138801	 22.153	24.364	24.423	25.301	25.271	 0.0489	 0.0319	 0.74	 0.025
1883	190.3806152	+07.3170980	 22.530	22.834	22.910	24.116	24.453	 0.0538	 0.1032	 0.52	 0.025
1883	190.3915699	+07.3107979	 23.168	22.498	22.514	23.652	23.657	 0.0479	 0.0456	 1.00	 0.025
1883	190.3892705	+07.3206272	 23.258	22.503	22.497	23.512	23.495	 0.0438	 0.0462	 1.00	 0.025
1883	190.3931646	+07.3137570	 24.147	24.193	24.252	25.006	24.985	 0.0450	 0.0249	 0.85	 0.025
1883	190.3934823	+07.3154848	 25.132	23.084	23.152	24.157	24.129	 0.0512	 0.0403	 0.96	 0.025
1883	190.3867042	+07.3218613	 25.472	22.951	22.928	23.843	23.803	 0.0344	 0.0339	 1.00	 0.025
1883	190.3879856	+07.3077281	 25.984	23.375	23.335	24.490	24.442	 0.0357	 0.0303	 0.96	 0.025
1883	190.3885716	+07.3078070	 26.222	24.057	24.058	25.551	25.546	 0.0562	 0.0334	 0.77	 0.025
1883	190.3879834	+07.3219451	 26.294	22.448	22.593	23.691	23.836	 0.0507	 0.0463	 1.00	 0.025
1883	190.3802346	+07.3189152	 26.805	22.182	22.140	22.983	22.942	 0.0223	 0.0310	 1.00	 0.025
1883	190.3824017	+07.3084817	 26.981	23.549	23.541	24.434	24.419	 0.0494	 0.0602	 0.77	 0.025
1883	190.3818322	+07.3207516	 27.137	24.703	24.653	26.079	26.084	 0.0470	 0.0372	 0.61	 0.025
1883	190.3863680	+07.3225156	 27.807	22.633	22.643	23.511	23.485	 0.0402	 0.0397	 1.00	 0.025
1883	190.3882750	+07.3224349	 28.262	21.947	21.949	22.951	22.908	 0.0379	 0.0391	 1.00	 0.025
1883	190.3936277	+07.3185814	 28.917	23.281	23.255	24.093	24.060	 0.0412	 0.0461	 0.95	 0.025
1883	190.3839880	+07.3069109	 29.725	23.637	23.723	25.407	25.389	 0.0834	 0.0470	 0.52	 0.025
1883	190.3912021	+07.3077393	 30.476	24.902	24.953	26.303	26.275	 0.0470	 0.0244	 0.63	 0.025
1883	190.3943540	+07.3112222	 30.912	23.351	23.356	24.474	24.448	 0.0383	 0.0321	 0.96	 0.025
1883	190.3933281	+07.3207185	 32.460	22.068	22.065	23.004	23.020	 0.0381	 0.0374	 1.00	 0.025
1883	190.3798560	+07.3214846	 33.762	21.193	21.199	22.539	22.532	 0.0397	 0.0461	 1.00	 0.025
1883	190.3925839	+07.3073336	 34.569	23.985	23.916	25.137	25.093	 0.0233	 0.0436	 0.90	 0.025
1883	190.3871651	+07.3050068	 35.303	23.055	23.019	24.154	24.122	 0.0283	 0.0251	 0.97	 0.025
1883	190.3894816	+07.3244285	 36.302	22.099	22.294	23.521	23.584	 0.0819	 0.0648	 0.91	 0.025
1883	190.3840045	+07.3246135	 36.453	19.757	19.861	20.780	20.837	 0.0567	 0.0556	 0.85	 0.025
1883	190.3760562	+07.3132144	 37.654	23.726	23.826	25.368	25.332	 0.0658	 0.0345	 0.80	 0.025
1883	190.3968065	+07.3112721	 38.987	23.187	23.137	24.229	24.193	 0.0413	 0.0347	 0.97	 0.025
1883	190.3935918	+07.3061093	 40.274	22.898	22.854	23.855	23.831	 0.0330	 0.0290	 1.00	 0.025
1883	190.3766989	+07.3212163	 41.895	20.241	20.239	21.227	21.219	 0.0431	 0.0448	 1.00	 0.025
1883	190.3822346	+07.3038115	 42.332	24.656	24.731	25.508	25.523	 0.0511	 0.0379	 0.57	 0.025
1883	190.3832106	+07.3265977	 44.083	21.910	21.956	23.133	23.158	 0.0441	 0.0452	 1.00	 0.025
1883	190.3726821	+07.3115609	 50.640	22.954	23.213	24.165	24.260	 0.0850	 0.0588	 0.65	 0.025
1883	190.3992157	+07.3076028	 52.320	21.500	21.501	22.826	22.824	 0.0377	 0.0359	 1.00	 0.025
1883	190.3807372	+07.3288184	 54.503	21.841	21.872	22.835	22.873	 0.0555	 0.0565	 1.00	 0.025
1883	190.4013257	+07.3100093	 55.743	23.412	23.376	24.350	24.356	 0.0489	 0.0587	 0.84	 0.025
1883	190.4032141	+07.3131956	 60.025	21.918	21.871	22.825	22.790	 0.0229	 0.0213	 1.00	 0.025
1883	190.3703457	+07.3201871	 60.820	22.293	22.388	23.029	23.163	 0.0666	 0.0629	 0.91	 0.025
1883	190.3691238	+07.3108767	 63.589	24.761	24.782	26.068	26.144	 0.0614	 0.0071	 0.67	 0.025
1883	190.3726521	+07.3266447	 65.277	23.930	23.922	25.138	25.118	 0.0522	 0.0585	 0.57	 0.025
1883	190.4053354	+07.3113825	 68.442	22.043	21.993	23.088	23.059	 0.0223	 0.0222	 1.00	 0.025
1883	190.3930391	+07.3328590	 69.137	23.092	23.110	24.026	23.994	 0.0444	 0.0320	 0.97	 0.025
1883	190.3699638	+07.3045393	 69.580	23.383	23.402	24.255	24.295	 0.0535	 0.0595	 0.80	 0.025
1883	190.3731566	+07.2994205	 72.963	24.292	24.263	24.912	24.944	 0.0489	 0.0407	 0.70	 0.025
1883	190.4086631	+07.3238032	 85.602	23.262	23.229	24.027	24.011	 0.0284	 0.0171	 0.91	 0.025
1883	190.4085225	+07.3047968	 86.530	21.915	21.938	22.944	22.951	 0.0402	 0.0381	 1.00	 0.025
1883	190.3638614	+07.3240895	 87.450	23.467	23.514	24.455	24.496	 0.0531	 0.0409	 0.92	 0.025
1883	190.4006621	+07.2939785	 90.428	22.637	22.636	23.696	23.702	 0.0374	 0.0371	 1.00	 0.025
1883	190.4109897	+07.3071408	 91.729	24.757	24.787	25.694	25.751	 0.0439	 0.0459	 0.52	 0.025
1883	190.3988981	+07.2923921	 92.017	22.311	22.332	23.726	23.735	 0.0450	 0.0441	 1.00	 0.025
1883	190.3805250	+07.2893666	 93.950	22.344	22.328	23.241	23.216	 0.0312	 0.0335	 1.00	 0.025
1883	190.3721174	+07.2928987	 94.021	24.878	24.845	25.435	25.436	 0.0502	 0.0320	 0.57	 0.025
1883	190.4062373	+07.3329055	 96.062	22.160	22.151	23.112	23.109	 0.0329	 0.0363	 1.00	 0.025
1883	190.3833801	+07.3414547	 96.627	23.817	23.867	25.538	25.510	 0.0642	 0.0524	 0.55	 0.025
1883	190.3867214	+07.3435805	103.644	22.916	22.937	23.812	23.806	 0.0419	 0.0335	 1.00	 0.025
1883	190.3777970	+07.2871053	104.367	21.227	21.339	22.287	22.432	 0.0637	 0.0676	 1.00	 0.025
1883	190.4157135	+07.3117474	104.995	20.749	21.183	21.705	21.906	 0.1207	 0.0755	 0.67	 0.025
1883	190.4177615	+07.3117654	112.251	24.427	24.395	25.076	25.053	 0.0445	 0.0227	 0.79	 0.025
1883	190.3793524	+07.2826996	118.284	23.901	24.086	25.117	25.184	 0.0686	 0.0479	 0.51	 0.025
1883	190.3951431	+07.3502550	131.347	23.457	23.555	25.161	25.195	 0.0772	 0.0557	 0.60	 0.025
1883	190.4245470	+07.3122124	136.253	23.397	23.431	24.677	24.768	 0.0647	 0.0583	 0.70	 0.025
1242	187.4728817	+14.0680150	  2.410	22.199	22.194	23.831	23.802	 0.0373	 0.0255	 1.00	 0.042
1242	187.4725157	+14.0681109	  2.929	21.668	21.619	22.908	22.879	 0.0186	 0.0291	 1.00	 0.042
1242	187.4742734	+14.0685437	  3.903	22.181	22.155	23.806	23.775	 0.0323	 0.0233	 1.00	 0.042
1242	187.4733290	+14.0674802	  4.177	21.454	21.407	22.898	22.860	 0.0219	 0.0235	 1.00	 0.042
1242	187.4743349	+14.0677069	  5.263	23.241	23.181	24.268	24.223	 0.0310	 0.0389	 0.98	 0.042
1242	187.4719510	+14.0677148	  5.356	22.761	22.836	23.780	23.812	 0.0526	 0.0436	 1.00	 0.042
1242	187.4722873	+14.0705267	  7.501	23.665	23.623	25.520	25.469	 0.0229	 0.0222	 0.90	 0.042
1242	187.4710508	+14.0691251	  7.598	22.964	22.924	23.791	23.812	 0.0478	 0.0511	 1.00	 0.042
1242	187.4752792	+14.0677696	  8.001	22.641	22.601	23.632	23.586	 0.0268	 0.0343	 1.00	 0.042
1242	187.4744572	+14.0667706	  8.056	22.470	22.583	23.862	23.824	 0.0592	 0.0330	 1.00	 0.042
1242	187.4760615	+14.0685673	 10.126	21.034	21.046	22.061	22.069	 0.0336	 0.0364	 1.00	 0.042
1242	187.4701538	+14.0688056	 10.522	22.302	22.246	23.545	23.501	 0.0164	 0.0359	 1.00	 0.042
1242	187.4725766	+14.0657552	 10.542	23.220	23.187	24.170	24.139	 0.0282	 0.0324	 0.98	 0.042
1242	187.4743157	+14.0715273	 11.191	21.773	21.757	22.931	22.931	 0.0313	 0.0381	 1.00	 0.042
1242	187.4749717	+14.0713820	 11.766	21.913	21.856	23.114	23.086	 0.0213	 0.0296	 1.00	 0.042
1242	187.4763628	+14.0696563	 11.792	22.650	22.638	23.514	23.512	 0.0286	 0.0414	 1.00	 0.042
1242	187.4747451	+14.0715727	 11.969	22.782	22.776	23.854	23.825	 0.0338	 0.0277	 1.00	 0.042
1242	187.4747014	+14.0654414	 12.657	21.598	21.621	22.619	22.613	 0.0436	 0.0426	 1.00	 0.042
1242	187.4744770	+14.0720329	 13.085	22.942	23.079	24.487	24.503	 0.0758	 0.0675	 0.69	 0.042
1242	187.4695071	+14.0694448	 13.107	25.103	25.031	26.034	25.993	 0.0195	 0.0328	 0.61	 0.042
1242	187.4739832	+14.0650291	 13.250	23.155	23.133	23.873	23.855	 0.0488	 0.0500	 0.95	 0.042
1242	187.4741665	+14.0649135	 13.799	23.828	23.762	24.702	24.670	 0.0310	 0.0169	 0.92	 0.042
1242	187.4760881	+14.0658459	 14.297	22.731	22.703	24.213	24.167	 0.0331	 0.0359	 1.00	 0.042
1242	187.4712164	+14.0724618	 15.407	22.516	22.518	23.896	23.882	 0.0479	 0.0536	 1.00	 0.042
1242	187.4735365	+14.0640358	 16.561	22.599	22.597	23.757	23.882	 0.0543	 0.0649	 0.96	 0.042
1242	187.4773090	+14.0662985	 16.723	22.428	22.418	23.440	23.425	 0.0344	 0.0299	 1.00	 0.042
1242	187.4779920	+14.0682752	 16.924	24.492	24.513	25.855	25.854	 0.0403	 0.0333	 0.80	 0.042
1242	187.4780111	+14.0668207	 18.126	22.892	22.912	24.152	24.182	 0.0559	 0.0692	 0.89	 0.042
1242	187.4683500	+14.0666894	 18.204	23.650	23.652	24.847	24.812	 0.0362	 0.0272	 0.96	 0.042
1242	187.4782730	+14.0704991	 19.079	22.285	22.293	23.419	23.435	 0.0392	 0.0377	 1.00	 0.042
1242	187.4780755	+14.0658359	 19.884	21.929	21.919	23.021	22.997	 0.0353	 0.0359	 1.00	 0.042
1242	187.4705951	+14.0634241	 20.764	21.315	21.299	22.721	22.689	 0.0333	 0.0340	 1.00	 0.042
1242	187.4783274	+14.0716387	 21.035	22.759	22.750	23.857	23.831	 0.0325	 0.0296	 1.00	 0.042
1242	187.4790330	+14.0672520	 21.085	21.540	21.509	22.450	22.413	 0.0317	 0.0293	 1.00	 0.042
1242	187.4715099	+14.0742701	 21.119	22.135	22.101	23.499	23.471	 0.0446	 0.0461	 1.00	 0.042
1242	187.4713100	+14.0629401	 21.469	22.468	22.406	23.873	23.835	 0.0257	 0.0219	 1.00	 0.042
1242	187.4716596	+14.0745205	 21.869	21.992	21.945	23.242	23.208	 0.0209	 0.0256	 1.00	 0.042
1242	187.4790799	+14.0709894	 22.343	24.259	24.227	25.625	25.584	 0.0572	 0.0443	 0.56	 0.042
1242	187.4794355	+14.0713221	 23.997	22.194	22.229	23.185	23.155	 0.0427	 0.0336	 1.00	 0.042
1242	187.4799946	+14.0676555	 24.110	21.868	21.854	23.082	23.060	 0.0333	 0.0367	 1.00	 0.042
1242	187.4757409	+14.0623928	 24.178	21.241	21.195	22.573	22.535	 0.0291	 0.0317	 1.00	 0.042
1242	187.4801775	+14.0678641	 24.655	24.481	24.472	25.707	25.657	 0.0326	 0.0341	 0.82	 0.042
1242	187.4696931	+14.0622500	 25.954	22.683	22.662	24.073	24.041	 0.0275	 0.0295	 1.00	 0.042
1242	187.4813493	+14.0694191	 28.717	21.055	21.024	22.009	21.984	 0.0314	 0.0300	 1.00	 0.042
1242	187.4648441	+14.0672950	 29.437	22.021	22.235	23.537	23.554	 0.0812	 0.0412	 0.98	 0.042
1242	187.4672033	+14.0744741	 29.619	23.881	23.847	24.655	24.800	 0.0368	 0.0642	 0.75	 0.042
1242	187.4652541	+14.0718064	 29.906	24.978	24.937	26.032	25.980	 0.0205	 0.0224	 0.52	 0.042
1242	187.4656653	+14.0645364	 30.033	24.661	24.610	25.185	25.150	 0.0430	 0.0503	 0.53	 0.042
1242	187.4770923	+14.0611207	 30.290	22.856	22.806	23.756	23.720	 0.0280	 0.0317	 1.00	 0.042
1242	187.4694186	+14.0767731	 32.124	21.807	21.810	22.783	22.805	 0.0376	 0.0422	 1.00	 0.042
